weather_risk,rain_mm_hr,wind_kph,visibility_m_norm,disaster_flag,traffic_risk,zone_risk,is_peak_hour,density_encoded,exposure_risk,vehicle_risk,weekly_hours_norm,experience_norm,night_shift,days_per_week,dri_score,tier_label,_city,_zone,_condition
96.0,49.2400016784668,112.69999694824219,0.0494999997317791,1.0,34.0099983215332,80.0,0.0,0.0,105.0,35.0,0.40816327929496765,0.05000000074505806,1.0,4.0,77.1257,3,Bengaluru,Highway,cyclone
40.0,7.980000019073486,26.5,0.5228000283241272,0.0,34.0099983215332,80.0,0.0,0.0,65.0,10.0,0.2571428716182709,0.4000000059604645,0.0,3.0,45.321,1,Delhi,Highway,moderate_rain
34.0,0.07999999821186066,74.80000305175781,0.7993999719619751,0.0,68.95999908447266,50.0,0.0,2.0,55.0,35.0,0.47857141494750977,0.25,1.0,7.0,46.1739,1,Chennai,Industrial,strong_wind
7.5,0.05000000074505806,9.100000381469727,1.0256999731063843,0.0,41.04999923706055,20.0,1.0,0.0,55.0,20.0,0.2510204017162323,0.3333333432674408,1.0,6.0,20.9359,0,Hyderabad,Rural,clear
72.5,16.729999542236328,77.9000015258789,0.1535000056028366,1.0,20.290000915527344,20.0,0.0,0.0,40.0,35.0,0.27551019191741943,0.7666666507720947,0.0,5.0,42.3727,1,Mumbai,Rural,thunderstorm
0.0,0.0,9.5,1.0025999546051025,0.0,76.80000305175781,80.0,0.0,2.0,105.0,20.0,0.5561224222183228,0.3499999940395355,1.0,5.0,49.8254,1,Mumbai,Highway,clear
27.5,7.449999809265137,36.900001525878906,0.5468999743461609,0.0,20.290000915527344,20.0,0.0,0.0,55.0,20.0,0.3316326439380646,0.4833333194255829,1.0,5.0,23.5468,0,Chennai,Rural,moderate_rain
11.5,0.2199999988079071,5.0,0.9523000121116638,0.0,44.290000915527344,20.0,1.0,1.0,30.0,20.0,0.22142857313156128,0.7666666507720947,1.0,7.0,23.651,0,Chennai,Residential,clear
0.0,0.0,8.199999809265137,1.0326999425888062,0.0,37.25,50.0,0.0,1.0,65.0,20.0,0.2938775420188904,0.5,0.0,3.0,27.2465,0,Bengaluru,Suburb,clear
11.5,1.3200000524520874,16.799999237060547,0.6827999949455261,0.0,18.56999969482422,50.0,0.0,0.0,65.0,35.0,0.4959183633327484,0.8666666746139526,0.0,6.0,25.0179,0,Delhi,Suburb,light_rain
34.0,0.11999999731779099,81.80000305175781,0.7742999792098999,0.0,18.56999969482422,50.0,0.0,0.0,65.0,35.0,0.2857142984867096,0.18333333730697632,0.0,4.0,37.5238,1,Mumbai,Suburb,strong_wind
17.5,1.7599999904632568,30.5,0.6995000243186951,0.0,25.43000030517578,50.0,0.0,0.0,80.0,10.0,0.2602040767669678,0.4166666567325592,1.0,3.0,33.1559,1,Delhi,Industrial,light_rain
11.5,1.7200000286102295,16.299999237060547,0.7441999912261963,0.0,34.0099983215332,80.0,0.0,0.0,105.0,10.0,0.4571428596973419,0.23333333432674408,1.0,4.0,43.8376,1,Bengaluru,Highway,light_rain
17.5,1.8200000524520874,29.399999618530273,0.6953999996185303,0.0,86.5,80.0,1.0,2.0,55.0,35.0,0.34183672070503235,0.5666666626930237,1.0,5.0,48.2755,1,Hyderabad,Highway,light_rain
4.0,0.0,11.5,0.9955999851226807,0.0,18.56999969482422,50.0,0.0,0.0,80.0,35.0,0.26632651686668396,0.9333333373069763,1.0,3.0,26.7537,0,Bengaluru,Suburb,clear
11.5,0.029999999329447746,0.0,0.9925000071525574,0.0,44.290000915527344,20.0,1.0,1.0,40.0,35.0,0.4714285731315613,0.6499999761581421,0.0,7.0,24.7443,0,Mumbai,Residential,clear
65.0,18.6299991607666,42.0,0.24289999902248383,0.0,20.290000915527344,20.0,0.0,0.0,40.0,20.0,0.3469387888908386,0.46666666865348816,0.0,5.0,32.2705,1,Bengaluru,Rural,heavy_rain
40.0,7.570000171661377,31.700000762939453,0.511900007724762,0.0,68.6500015258789,50.0,1.0,2.0,105.0,10.0,0.7142857313156128,0.3499999940395355,1.0,7.0,55.6639,2,Chennai,Suburb,moderate_rain
26.5,0.0,75.30000305175781,0.7638999819755554,0.0,33.81999969482422,20.0,0.0,1.0,55.0,20.0,0.34285715222358704,0.11666666716337204,1.0,7.0,27.4537,0,Mumbai,Residential,strong_wind
4.0,0.0,9.600000381469727,0.9657999873161316,0.0,71.9000015258789,80.0,0.0,2.0,40.0,20.0,0.2928571403026581,0.28333333134651184,0.0,7.0,40.5916,1,Chennai,CBD,clear
4.0,0.0,1.600000023841858,0.9851999878883362,0.0,41.04999923706055,20.0,1.0,0.0,65.0,10.0,0.6000000238418579,0.3333333432674408,0.0,7.0,24.0091,0,Mumbai,Rural,clear
4.0,0.0,9.899999618530273,0.9972000122070312,0.0,33.81999969482422,20.0,0.0,1.0,80.0,20.0,0.4591836631298065,0.3333333432674408,1.0,6.0,29.3596,0,Delhi,Residential,clear
16.0,0.0,9.800000190734863,0.012299999594688416,0.0,86.5,80.0,1.0,2.0,65.0,20.0,0.3877550959587097,0.20000000298023224,0.0,4.0,52.148,2,Chennai,CBD,fog
17.5,1.8899999856948853,20.600000381469727,0.728600025177002,0.0,86.5,80.0,1.0,2.0,65.0,10.0,0.40816327929496765,0.9833333492279053,0.0,5.0,50.5096,2,Delhi,CBD,light_rain
11.5,2.25,19.0,0.680400013923645,0.0,37.25,50.0,0.0,1.0,55.0,20.0,0.27551019191741943,0.8999999761581421,1.0,5.0,32.6576,1,Delhi,Suburb,light_rain
55.0,14.199999809265137,48.29999923706055,0.23420000076293945,0.0,18.56999969482422,50.0,0.0,0.0,90.0,20.0,0.75,0.5166666507720947,0.0,7.0,42.2008,1,Chennai,Suburb,heavy_rain
23.5,0.1899999976158142,16.399999618530273,0.0746999979019165,0.0,27.639999389648438,20.0,0.0,0.0,30.0,10.0,0.13469387590885162,0.9666666388511658,1.0,4.0,22.8777,0,Hyderabad,Rural,fog
4.0,0.0,12.399999618530273,0.9750999808311462,0.0,34.0099983215332,80.0,0.0,0.0,65.0,20.0,0.3306122422218323,0.7833333611488342,0.0,4.0,31.5332,1,Bengaluru,Highway,clear
0.0,0.0,8.0,1.0480999946594238,0.0,24.700000762939453,20.0,0.0,0.0,55.0,35.0,0.19897958636283875,0.5833333134651184,1.0,3.0,15.7686,0,Mumbai,Rural,clear
17.5,1.5099999904632568,21.799999237060547,0.689300000667572,0.0,76.80000305175781,80.0,0.0,2.0,15.0,35.0,0.11836734414100647,0.8999999761581421,0.0,4.0,43.0937,1,Delhi,Highway,light_rain
0.0,0.0,10.399999618530273,1.0492000579833984,0.0,82.37000274658203,50.0,1.0,2.0,80.0,20.0,0.26326531171798706,0.18333333730697632,1.0,3.0,44.0694,1,Mumbai,Industrial,clear
11.5,2.109999895095825,18.299999237060547,0.6887000203132629,0.0,68.6500015258789,50.0,1.0,2.0,55.0,20.0,0.2163265347480774,0.699999988079071,1.0,4.0,39.2052,1,Delhi,Suburb,light_rain
65.0,15.5600004196167,44.29999923706055,0.15039999783039093,0.0,86.5,80.0,1.0,2.0,55.0,20.0,0.2448979616165161,0.7166666388511658,1.0,4.0,65.1437,2,Delhi,CBD,heavy_rain
0.0,0.0,8.399999618530273,1.0426000356674194,0.0,18.56999969482422,50.0,0.0,0.0,55.0,35.0,0.3244898021221161,0.6333333253860474,1.0,6.0,22.2903,0,Bengaluru,Suburb,clear
65.0,19.399999618530273,46.79999923706055,0.18250000476837158,0.0,68.95999908447266,50.0,0.0,2.0,65.0,20.0,0.4714285731315613,0.800000011920929,0.0,6.0,53.533,2,Hyderabad,Industrial,heavy_rain
7.5,0.07000000029802322,18.899999618530273,1.0053000450134277,0.0,76.80000305175781,80.0,0.0,2.0,80.0,35.0,0.36734694242477417,0.699999988079071,1.0,5.0,48.0103,1,Bengaluru,Highway,clear
17.5,2.319999933242798,30.0,0.7139999866485596,0.0,18.56999969482422,50.0,0.0,0.0,40.0,10.0,0.37346938252449036,0.9166666865348816,0.0,6.0,24.9712,0,Bengaluru,Suburb,light_rain
4.0,0.0,0.0,0.9642999768257141,0.0,47.04999923706055,50.0,0.0,1.0,80.0,20.0,0.4948979616165161,0.36666667461395264,1.0,5.0,37.0767,1,Bengaluru,Industrial,clear
7.5,0.11999999731779099,14.0,1.0099999904632568,0.0,41.04999923706055,20.0,1.0,0.0,80.0,10.0,0.5877550840377808,0.6833333373069763,1.0,6.0,29.1997,0,Bengaluru,Rural,clear
11.5,0.07000000029802322,16.700000762939453,0.9664999842643738,0.0,24.700000762939453,20.0,0.0,0.0,80.0,35.0,0.5326530337333679,0.9166666865348816,1.0,6.0,22.0989,0,Chennai,Rural,clear
11.5,1.5299999713897705,17.5,0.7102000117301941,0.0,34.0099983215332,80.0,0.0,0.0,80.0,10.0,0.27244898676872253,0.8666666746139526,1.0,3.0,40.6007,1,Delhi,Highway,light_rain
26.5,0.0,70.19999694824219,0.7860999703407288,0.0,77.5,80.0,0.0,2.0,55.0,20.0,0.18367347121238708,0.4333333373069763,1.0,4.0,50.8048,2,Delhi,CBD,strong_wind
17.5,2.2300000190734863,22.899999618530273,0.694100022315979,0.0,25.43000030517578,50.0,0.0,0.0,80.0,35.0,0.3571428656578064,0.7333333492279053,1.0,5.0,32.2537,1,Bengaluru,Industrial,light_rain
42.5,7.0,43.5,0.20520000159740448,0.0,86.5,80.0,1.0,2.0,65.0,35.0,0.6357142925262451,0.15000000596046448,0.0,7.0,61.3484,2,Bengaluru,Highway,heavy_rain
11.5,2.3399999141693115,17.200000762939453,0.6710000038146973,0.0,44.290000915527344,20.0,1.0,1.0,30.0,20.0,0.1071428582072258,0.8166666626930237,1.0,3.0,25.0845,0,Bengaluru,Residential,light_rain
7.5,0.029999999329447746,5.5,1.0362000465393066,0.0,47.04999923706055,50.0,0.0,1.0,65.0,10.0,0.26326531171798706,0.6000000238418579,0.0,3.0,35.6251,1,Hyderabad,Industrial,clear
11.5,2.180000066757202,15.899999618530273,0.656000018119812,0.0,15.140000343322754,20.0,0.0,0.0,80.0,35.0,0.6428571343421936,0.7833333611488342,1.0,7.0,21.5566,0,Hyderabad,Residential,light_rain
17.5,2.0799999237060547,23.0,0.6754000186920166,0.0,76.80000305175781,80.0,0.0,2.0,80.0,20.0,0.4336734712123871,0.15000000596046448,1.0,5.0,51.8316,2,Hyderabad,Highway,light_rain
0.0,0.0,12.399999618530273,1.0221999883651733,0.0,68.6500015258789,50.0,1.0,2.0,80.0,10.0,0.2142857164144516,0.46666666865348816,1.0,3.0,39.825,1,Mumbai,Suburb,clear
49.0,8.010000228881836,42.20000076293945,0.5446000099182129,0.0,82.37000274658203,50.0,1.0,2.0,80.0,20.0,0.38265305757522583,0.23333333432674408,1.0,5.0,59.2436,2,Bengaluru,Industrial,moderate_rain
0.0,0.0,8.0,1.0228999853134155,0.0,77.5,80.0,0.0,2.0,80.0,20.0,0.5428571701049805,0.3166666626930237,1.0,7.0,46.4167,1,Hyderabad,Highway,clear
96.0,30.649999618530273,112.19999694824219,0.07519999891519547,1.0,24.700000762939453,20.0,0.0,0.0,80.0,10.0,0.22959183156490326,0.9833333492279053,1.0,3.0,59.6037,2,Bengaluru,Rural,cyclone
72.5,23.489999771118164,74.19999694824219,0.12330000102519989,1.0,18.56999969482422,50.0,0.0,0.0,40.0,35.0,0.13775509595870972,0.7666666507720947,0.0,3.0,49.1798,1,Bengaluru,Suburb,thunderstorm
16.0,0.0,17.200000762939453,0.09740000218153,0.0,45.58000183105469,80.0,0.0,1.0,65.0,35.0,0.37755101919174194,0.8333333134651184,0.0,5.0,39.5526,1,Mumbai,CBD,fog
65.0,15.350000381469727,44.5,0.24639999866485596,0.0,34.0099983215332,80.0,0.0,0.0,55.0,35.0,0.17142857611179352,0.8666666746139526,1.0,3.0,53.8776,2,Hyderabad,Highway,heavy_rain
0.0,0.0,3.5,1.017300009727478,0.0,47.04999923706055,50.0,0.0,1.0,40.0,35.0,0.1775510162115097,0.28333333134651184,0.0,3.0,30.475,1,Chennai,Industrial,clear
11.5,0.07999999821186066,0.6000000238418579,0.9894000291824341,0.0,15.140000343322754,20.0,0.0,0.0,40.0,35.0,0.24081632494926453,0.10000000149011612,0.0,4.0,17.091,0,Mumbai,Residential,clear
4.0,0.0,11.600000381469727,0.9603000283241272,0.0,17.350000381469727,20.0,0.0,0.0,80.0,20.0,0.3571428656578064,0.25,1.0,5.0,23.5446,0,Hyderabad,Residential,clear
72.5,15.609999656677246,86.0,0.12530000507831573,1.0,17.350000381469727,20.0,0.0,0.0,55.0,10.0,0.33673468232154846,0.5833333134651184,1.0,5.0,48.0608,1,Bengaluru,Residential,thunderstorm
29.5,0.05999999865889549,21.600000381469727,0.05050000175833702,0.0,18.56999969482422,50.0,0.0,0.0,55.0,35.0,0.31224489212036133,0.6833333373069763,1.0,6.0,30.4523,1,Hyderabad,Suburb,fog
11.5,1.7200000286102295,14.0,0.7215999960899353,0.0,15.140000343322754,20.0,0.0,0.0,55.0,10.0,0.3244898021221161,0.4000000059604645,1.0,6.0,20.2078,0,Mumbai,Residential,light_rain
11.5,0.10999999940395355,4.099999904632568,0.9517999887466431,0.0,44.290000915527344,20.0,1.0,1.0,65.0,35.0,0.2938775420188904,0.46666666865348816,0.0,3.0,31.3486,1,Delhi,Residential,clear
11.5,0.11999999731779099,14.300000190734863,0.9749000072479248,0.0,39.58000183105469,20.0,1.0,0.0,80.0,10.0,0.5071428418159485,0.1666666716337204,1.0,7.0,29.2733,0,Delhi,Rural,clear
34.0,0.019999999552965164,72.30000305175781,0.7613999843597412,0.0,86.5,80.0,1.0,2.0,80.0,20.0,0.6785714030265808,0.8166666626930237,1.0,7.0,62.9543,2,Bengaluru,CBD,strong_wind
16.0,0.0,5.300000190734863,0.009999999776482582,0.0,68.95999908447266,50.0,0.0,2.0,40.0,10.0,0.281632661819458,0.800000011920929,0.0,6.0,32.8005,1,Chennai,Industrial,fog
11.5,0.05000000074505806,14.300000190734863,0.9661999940872192,0.0,18.56999969482422,50.0,0.0,0.0,55.0,20.0,0.3142857253551483,0.75,1.0,7.0,27.9863,0,Bengaluru,Suburb,clear
65.0,15.4399995803833,47.099998474121094,0.18700000643730164,0.0,45.58000183105469,80.0,0.0,1.0,55.0,35.0,0.18673469126224518,0.3333333432674408,1.0,3.0,55.3191,2,Chennai,CBD,heavy_rain
34.0,0.07000000029802322,77.9000015258789,0.8051000237464905,0.0,76.80000305175781,80.0,0.0,2.0,65.0,35.0,0.4000000059604645,0.10000000149011612,0.0,4.0,54.552,2,Delhi,Highway,strong_wind
17.5,2.369999885559082,31.5,0.7149999737739563,0.0,20.290000915527344,20.0,0.0,0.0,40.0,10.0,0.2448979616165161,0.10000000149011612,0.0,4.0,20.506,0,Delhi,Rural,light_rain
0.0,0.0,7.5,1.0435999631881714,0.0,33.81999969482422,20.0,0.0,1.0,105.0,10.0,0.5204081535339355,0.20000000298023224,1.0,5.0,24.2299,0,Chennai,Residential,clear
11.5,1.7200000286102295,17.600000381469727,0.745199978351593,0.0,84.56999969482422,50.0,1.0,2.0,40.0,10.0,0.37857142090797424,0.8166666626930237,0.0,7.0,40.1532,1,Mumbai,Industrial,light_rain
11.5,0.09000000357627869,12.699999809265137,0.9610000252723694,0.0,44.290000915527344,20.0,1.0,1.0,80.0,20.0,0.36734694242477417,0.4166666567325592,1.0,5.0,31.2367,1,Chennai,Residential,clear
72.5,18.149999618530273,79.0999984741211,0.1987999975681305,1.0,18.56999969482422,50.0,0.0,0.0,55.0,35.0,0.3214285671710968,0.8500000238418579,1.0,5.0,56.5983,2,Hyderabad,Suburb,thunderstorm
34.0,0.029999999329447746,78.9000015258789,0.7807999849319458,0.0,86.5,80.0,1.0,2.0,55.0,10.0,0.23979592323303223,0.38333332538604736,1.0,5.0,55.0385,2,Hyderabad,Highway,strong_wind
27.5,5.880000114440918,27.399999618530273,0.515999972820282,0.0,34.0099983215332,80.0,0.0,0.0,65.0,20.0,0.3918367326259613,0.5166666507720947,0.0,4.0,40.8855,1,Hyderabad,Highway,moderate_rain
4.0,0.0,5.5,0.9599999785423279,0.0,30.579999923706055,80.0,0.0,0.0,40.0,20.0,0.30102041363716125,0.25,0.0,5.0,29.8415,0,Chennai,CBD,clear
72.5,20.309999465942383,86.0,0.1137000024318695,1.0,82.37000274658203,50.0,1.0,2.0,40.0,35.0,0.4285714328289032,0.1666666716337204,0.0,7.0,69.1733,2,Bengaluru,Industrial,thunderstorm
27.5,7.179999828338623,26.100000381469727,0.5404999852180481,0.0,86.5,80.0,1.0,2.0,65.0,10.0,0.38367345929145813,0.36666667461395264,0.0,4.0,56.2825,2,Delhi,CBD,moderate_rain
17.5,1.899999976158142,28.100000381469727,0.7315999865531921,0.0,24.700000762939453,20.0,0.0,0.0,55.0,10.0,0.44285714626312256,0.03333333507180214,1.0,7.0,22.6155,0,Chennai,Rural,light_rain
11.5,0.009999999776482582,7.900000095367432,0.9793000221252441,0.0,76.80000305175781,80.0,0.0,2.0,40.0,35.0,0.19591836631298065,0.03333333507180214,0.0,3.0,45.6765,1,Chennai,Highway,clear
17.5,1.2899999618530273,25.899999618530273,0.7419000267982483,0.0,71.9000015258789,80.0,0.0,2.0,65.0,20.0,0.6571428775787354,0.13333334028720856,0.0,7.0,49.1692,1,Delhi,CBD,light_rain
17.5,1.3200000524520874,20.899999618530273,0.732699990272522,0.0,68.95999908447266,50.0,0.0,2.0,40.0,35.0,0.20408163964748383,0.800000011920929,0.0,5.0,40.4273,1,Chennai,Industrial,light_rain
17.5,2.359999895095825,33.599998474121094,0.7432000041007996,0.0,41.04999923706055,20.0,1.0,0.0,80.0,10.0,0.47755101323127747,0.03333333507180214,1.0,6.0,30.1084,1,Mumbai,Rural,light_rain
33.5,5.929999828338623,25.299999237060547,0.4999000132083893,0.0,24.700000762939453,20.0,0.0,0.0,65.0,35.0,0.27551019191741943,0.3166666626930237,0.0,3.0,29.3197,0,Mumbai,Rural,moderate_rain
27.5,5.789999961853027,29.100000381469727,0.5281999707221985,0.0,30.579999923706055,80.0,0.0,0.0,80.0,35.0,0.3306122422218323,0.46666666865348816,1.0,4.0,43.1108,1,Chennai,CBD,moderate_rain
4.0,0.0,18.100000381469727,0.9735999703407288,0.0,47.04999923706055,50.0,0.0,1.0,30.0,20.0,0.16530612111091614,0.38333332538604736,1.0,6.0,24.5355,0,Hyderabad,Industrial,clear
4.0,0.0,12.399999618530273,0.9713000059127808,0.0,20.290000915527344,20.0,0.0,0.0,55.0,20.0,0.23265306651592255,0.9333333373069763,1.0,4.0,19.1147,0,Mumbai,Rural,clear
0.0,0.0,4.099999904632568,1.041200041770935,0.0,41.04999923706055,20.0,1.0,0.0,80.0,10.0,0.4897959232330322,0.5666666626930237,1.0,5.0,26.7846,0,Mumbai,Rural,clear
65.0,16.530000686645508,47.20000076293945,0.20440000295639038,0.0,86.5,80.0,1.0,2.0,80.0,10.0,0.2540816366672516,0.7333333492279053,1.0,3.0,69.1352,2,Hyderabad,CBD,heavy_rain
27.5,2.690000057220459,21.700000762939453,0.6680999994277954,0.0,17.350000381469727,20.0,0.0,0.0,90.0,10.0,0.7214285731315613,0.01666666753590107,0.0,7.0,29.6183,0,Delhi,Residential,light_rain
33.5,6.440000057220459,24.799999237060547,0.49970000982284546,0.0,17.350000381469727,20.0,0.0,0.0,65.0,35.0,0.26938775181770325,0.8999999761581421,0.0,3.0,25.3068,0,Chennai,Residential,moderate_rain
34.0,0.019999999552965164,68.80000305175781,0.7731000185012817,0.0,68.6500015258789,50.0,1.0,2.0,55.0,20.0,0.26530611515045166,0.7833333611488342,1.0,4.0,44.7712,1,Bengaluru,Suburb,strong_wind
17.5,1.0800000429153442,23.399999618530273,0.7239000201225281,0.0,77.5,80.0,0.0,2.0,55.0,35.0,0.4642857015132904,0.7166666388511658,1.0,7.0,48.1896,1,Mumbai,CBD,light_rain
23.5,0.07999999821186066,0.0,0.009999999776482582,0.0,45.02000045776367,20.0,1.0,1.0,65.0,10.0,0.5387755036354065,0.7833333611488342,0.0,6.0,30.4504,1,Bengaluru,Residential,fog
4.0,0.0,4.0,0.95660001039505,0.0,25.43000030517578,50.0,0.0,0.0,55.0,20.0,0.12551020085811615,0.9666666388511658,1.0,3.0,25.4849,0,Chennai,Industrial,clear
46.0,8.640000343322754,39.70000076293945,0.4950000047683716,0.0,15.140000343322754,20.0,0.0,0.0,80.0,35.0,0.48469388484954834,0.6833333373069763,1.0,5.0,34.3931,1,Delhi,Residential,moderate_rain
11.5,1.2999999523162842,10.0,0.6539000272750854,0.0,41.04999923706055,20.0,1.0,0.0,55.0,35.0,0.26326531171798706,0.30000001192092896,1.0,6.0,29.7349,0,Hyderabad,Rural,light_rain
4.0,0.0,12.699999809265137,0.9556000232696533,0.0,15.140000343322754,20.0,0.0,0.0,80.0,20.0,0.6357142925262451,0.03333333507180214,1.0,7.0,21.3342,0,Delhi,Residential,clear
23.5,0.05000000074505806,8.0,0.031099999323487282,0.0,57.20000076293945,50.0,0.0,2.0,55.0,35.0,0.33673468232154846,0.18333333730697632,1.0,5.0,40.1151,1,Hyderabad,Suburb,fog
56.0,18.270000457763672,34.900001525878906,0.21469999849796295,0.0,27.639999389648438,20.0,0.0,0.0,55.0,35.0,0.19285714626312256,0.9833333492279053,1.0,3.0,35.8111,1,Bengaluru,Rural,heavy_rain
96.0,37.34000015258789,111.80000305175781,0.09939999878406525,1.0,18.56999969482422,50.0,0.0,0.0,40.0,10.0,0.13775509595870972,0.9666666388511658,0.0,3.0,54.605,2,Chennai,Suburb,cyclone
96.0,55.2400016784668,131.8000030517578,0.057100001722574234,1.0,68.95999908447266,50.0,0.0,2.0,80.0,10.0,0.6857143044471741,0.46666666865348816,1.0,7.0,76.987,3,Mumbai,Industrial,extreme
7.5,0.09000000357627869,7.699999809265137,1.034999966621399,0.0,37.25,50.0,0.0,1.0,40.0,10.0,0.41632652282714844,0.949999988079071,0.0,6.0,27.683,0,Hyderabad,Suburb,clear
27.5,4.639999866485596,27.399999618530273,0.5202000141143799,0.0,25.43000030517578,50.0,0.0,0.0,90.0,10.0,0.5102040767669678,0.8666666746139526,0.0,5.0,43.034,1,Chennai,Industrial,moderate_rain
11.5,2.2300000190734863,17.600000381469727,0.6866000294685364,0.0,18.56999969482422,50.0,0.0,0.0,80.0,20.0,0.3877550959587097,0.18333333730697632,1.0,4.0,29.7078,0,Bengaluru,Suburb,light_rain
33.5,7.03000020980835,30.899999618530273,0.48570001125335693,0.0,18.56999969482422,50.0,0.0,0.0,40.0,20.0,0.22040815651416779,0.38333332538604736,0.0,4.0,31.2956,1,Bengaluru,Suburb,moderate_rain
46.0,9.680000305175781,29.700000762939453,0.4603999853134155,0.0,45.58000183105469,80.0,0.0,1.0,65.0,35.0,0.23571428656578064,0.8166666626930237,0.0,3.0,50.8756,2,Delhi,CBD,moderate_rain
11.5,1.8600000143051147,16.700000762939453,0.7361000180244446,0.0,17.350000381469727,20.0,0.0,0.0,40.0,10.0,0.31224489212036133,0.6666666865348816,0.0,6.0,15.4501,0,Mumbai,Residential,light_rain
0.0,0.0,12.600000381469727,1.01010000705719,0.0,15.140000343322754,20.0,0.0,0.0,80.0,10.0,0.5938775539398193,0.7666666507720947,1.0,6.0,22.0706,0,Delhi,Residential,clear
11.5,1.7300000190734863,18.899999618530273,0.7421000003814697,0.0,69.87999725341797,50.0,1.0,2.0,65.0,10.0,0.5204081535339355,0.05000000074505806,0.0,6.0,42.1739,1,Hyderabad,Suburb,light_rain
11.5,0.05999999865889549,8.100000381469727,0.9707000255584717,0.0,18.56999969482422,50.0,0.0,0.0,55.0,35.0,0.2775510251522064,0.4833333194255829,1.0,4.0,27.9246,0,Chennai,Suburb,clear
17.5,1.4900000095367432,21.799999237060547,0.7003999948501587,0.0,68.6500015258789,50.0,1.0,2.0,40.0,35.0,0.2122448980808258,0.38333332538604736,0.0,4.0,36.5937,1,Bengaluru,Suburb,light_rain
10.0,0.0,21.399999618530273,0.9973999857902527,0.0,44.290000915527344,20.0,1.0,1.0,40.0,10.0,0.2510204017162323,0.13333334028720856,0.0,6.0,26.8781,0,Delhi,Residential,clear
11.5,0.20000000298023224,7.5,0.9574999809265137,0.0,17.350000381469727,20.0,0.0,0.0,55.0,35.0,0.33673468232154846,0.20000000298023224,1.0,5.0,17.2338,0,Hyderabad,Residential,clear
4.0,0.0,6.800000190734863,0.9833999872207642,0.0,30.579999923706055,80.0,0.0,0.0,65.0,20.0,0.37755101919174194,0.800000011920929,0.0,5.0,35.7687,1,Hyderabad,CBD,clear
7.5,0.09000000357627869,12.800000190734863,1.0490000247955322,0.0,15.140000343322754,20.0,0.0,0.0,80.0,10.0,0.2571428716182709,0.8833333253860474,1.0,3.0,26.4159,0,Bengaluru,Residential,clear
55.0,12.720000267028809,44.5,0.17260000109672546,0.0,25.43000030517578,50.0,0.0,0.0,55.0,20.0,0.3642857074737549,0.5833333134651184,1.0,7.0,39.1264,1,Hyderabad,Industrial,heavy_rain
4.0,0.0,5.5,0.9624999761581421,0.0,18.56999969482422,50.0,0.0,0.0,65.0,10.0,0.44897958636283875,0.5666666626930237,0.0,5.0,24.4599,0,Chennai,Suburb,clear
65.0,17.639999389648438,41.400001525878906,0.18219999969005585,0.0,71.9000015258789,80.0,0.0,2.0,55.0,35.0,0.13775509595870972,0.6333333253860474,1.0,3.0,61.9243,2,Chennai,CBD,heavy_rain
